date,code,open,high,low,close,change,volume,amount
20180102,000166.SZ,5.37,5.4,5.33,5.38,0.01,176648.78,94793.279
20180103,000166.SZ,5.35,5.42,5.35,5.37,-0.01,244061.82,131395.693
20180104,000166.SZ,5.36,5.37,5.32,5.33,-0.04,205105.56,109688.341
20180105,000166.SZ,5.33,5.38,5.32,5.35,0.02,225223.26,120596.179
20180108,000166.SZ,5.35,5.45,5.31,5.4,0.05,352238.38,189920.184
20180109,000166.SZ,5.39,5.44,5.35,5.36,-0.04,205026.07,110370.207
20180110,000166.SZ,5.36,5.39,5.31,5.33,-0.03,183575.68,98173.049
20180111,000166.SZ,5.33,5.34,5.31,5.33,0.0,139232.18,74152.235
20180112,000166.SZ,5.34,5.37,5.32,5.33,0.0,133567.05,71336.51
20180115,000166.SZ,5.33,5.33,5.25,5.26,-0.07,239519.25,126821.364
20180116,000166.SZ,5.27,5.32,5.25,5.32,0.06,172762.08,91187.639
20180117,000166.SZ,5.32,5.57,5.32,5.47,0.15,842122.0,461696.348
20180118,000166.SZ,5.48,5.54,5.43,5.47,0.0,375986.29,206121.136
20180119,000166.SZ,5.46,5.67,5.46,5.59,0.12,826495.76,461475.635
20180122,000166.SZ,5.56,5.64,5.52,5.59,0.0,494231.84,275277.563
20180123,000166.SZ,5.56,5.64,5.54,5.57,-0.02,423876.23,236285.798
20180124,000166.SZ,5.57,5.7,5.53,5.7,0.13,902794.93,509263.972
20180125,000166.SZ,5.64,5.66,5.55,5.56,-0.14,628086.59,352168.101
20180126,000166.SZ,5.53,5.63,5.53,5.6,0.04,410851.54,230225.587
20180129,000166.SZ,5.58,5.68,5.56,5.6,0.0,484108.22,272515.66
20180130,000166.SZ,5.59,5.6,5.46,5.48,-0.12,523013.38,288418.054
20180131,000166.SZ,5.47,5.47,5.31,5.35,-0.13,457816.38,246907.396
20180201,000166.SZ,5.37,5.39,5.26,5.32,-0.03,482419.93,256894.112
20180202,000166.SZ,5.3,5.38,5.25,5.37,0.05,301492.83,160393.143
20180205,000166.SZ,5.31,5.43,5.28,5.37,0.0,298441.95,159878.565
20180206,000166.SZ,5.31,5.38,5.28,5.33,-0.04,587234.27,314084.478
20180207,000166.SZ,5.36,5.39,5.17,5.21,-0.12,470106.82,247804.957
20180208,000166.SZ,5.21,5.25,5.18,5.23,0.02,229853.0,119904.037
