date,code,open,high,low,close,change,volume,amount
20180102,000416.SZ,7.14,7.24,7.09,7.19,0.07,17381.55,12473.017
20180103,000416.SZ,7.2,7.83,7.2,7.45,0.26,47405.63,35454.653
20180104,000416.SZ,7.45,7.49,7.32,7.4,-0.05,19583.04,14490.61
20180105,000416.SZ,7.4,7.46,7.35,7.42,0.02,15092.61,11177.861
20180108,000416.SZ,7.42,7.42,7.23,7.31,-0.11,24240.16,17652.354
20180109,000416.SZ,7.31,7.34,7.23,7.26,-0.05,15316.85,11145.875
20180110,000416.SZ,7.26,7.31,7.18,7.25,-0.01,16812.0,12152.296
20180111,000416.SZ,7.25,7.43,7.15,7.33,0.08,22828.91,16638.048
20180112,000416.SZ,7.34,7.44,7.21,7.32,-0.01,18123.0,13312.801
20180115,000416.SZ,7.3,7.34,7.06,7.1,-0.22,31798.45,22775.689
20180116,000416.SZ,7.09,7.23,7.06,7.16,0.06,17726.58,12706.051
20180117,000416.SZ,7.21,7.44,7.1,7.32,0.16,35242.0,25765.399
20180118,000416.SZ,7.27,7.4,7.24,7.26,-0.06,16152.01,11782.782
20180119,000416.SZ,7.22,7.58,7.14,7.35,0.09,45766.0,33567.796
20180122,000416.SZ,7.35,7.36,7.18,7.3,-0.05,23962.01,17413.11
20180123,000416.SZ,7.3,7.32,7.18,7.26,-0.04,20232.68,14661.846
20180124,000416.SZ,7.27,7.28,7.15,7.22,-0.04,25845.1,18625.33
20180125,000416.SZ,7.24,7.35,7.18,7.22,0.0,22552.0,16406.516
20180126,000416.SZ,7.22,7.28,7.16,7.2,-0.02,23715.11,17083.539
20180129,000416.SZ,7.18,7.22,7.02,7.04,-0.16,41580.89,29507.005
20180130,000416.SZ,7.02,7.16,6.97,7.05,0.01,20134.96,14254.062
20180131,000416.SZ,7.04,7.09,6.63,6.67,-0.38,48994.01,33297.441
20180201,000416.SZ,6.67,6.73,6.0,6.09,-0.58,74294.0,46625.383
20180202,000416.SZ,6.0,6.13,5.56,6.11,0.02,58021.9,34055.315
20180205,000416.SZ,6.04,6.04,5.77,5.88,-0.23,36598.06,21542.897
20180206,000416.SZ,5.8,5.8,5.29,5.29,-0.59,88922.9,48429.853
20180207,000416.SZ,5.31,5.47,4.8,5.08,-0.21,89609.63,45801.687
20180208,000416.SZ,5.08,5.14,5.01,5.08,0.0,45714.62,23219.223
20180209,000416.SZ,4.95,5.0,4.75,4.86,-0.22,45321.0,22087.121
20180212,000416.SZ,4.9,5.08,4.88,5.05,0.19,28013.0,14028.615
20180213,000416.SZ,5.06,5.14,4.98,4.99,-0.06,38188.01,19315.814
20180214,000416.SZ,5.03,5.03,4.9,5.03,0.04,24450.32,12124.257
20180222,000416.SZ,5.05,5.17,5.05,5.15,0.12,27672.71,14156.325
20180223,000416.SZ,5.21,5.26,5.13,5.2,0.05,28614.02,14853.498
20180226,000416.SZ,5.22,5.35,5.2,5.32,0.12,33909.12,17894.234
20180227,000416.SZ,5.32,5.36,5.27,5.33,0.01,22918.0,12183.485
20180228,000416.SZ,5.29,5.48,5.21,5.41,0.08,37612.96,20161.787
20180301,000416.SZ,5.37,5.49,5.33,5.45,0.04,25608.71,13964.211
20180302,000416.SZ,5.43,5.75,5.39,5.59,0.14,52343.59,29177.301
20180305,000416.SZ,5.56,5.68,5.5,5.59,0.0,31579.01,17703.506
20180306,000416.SZ,5.58,5.68,5.56,5.62,0.03,28297.84,15932.712
20180307,000416.SZ,5.6,5.67,5.51,5.54,-0.08,50281.85,28011.19
20180308,000416.SZ,5.54,5.58,5.49,5.52,-0.02,25398.01,14037.965
20180309,000416.SZ,5.54,5.65,5.51,5.63,0.11,27232.85,15196.191
20180312,000416.SZ,5.67,5.77,5.61,5.74,0.11,32508.29,18580.243
20180313,000416.SZ,5.74,5.83,5.72,5.77,0.03,28000.56,16155.819
20180314,000416.SZ,5.78,5.91,5.7,5.73,-0.04,50980.01,29677.16
20180315,000416.SZ,5.68,5.7,5.58,5.61,-0.12,37921.17,21283.185
20180316,000416.SZ,5.62,6.17,5.62,5.85,0.24,65988.09,38859.614
20180319,000416.SZ,5.79,6.44,5.69,6.44,0.59,184308.34,115671.134
20180320,000416.SZ,6.45,6.99,6.35,6.59,0.15,252908.01,168584.948
20180321,000416.SZ,6.36,6.55,6.24,6.27,-0.32,151269.18,96747.655
20180322,000416.SZ,6.24,6.35,6.17,6.25,-0.02,91524.92,57345.197
20180323,000416.SZ,5.92,5.99,5.63,5.64,-0.61,99785.12,58050.883
20180326,000416.SZ,5.44,5.66,5.22,5.62,-0.02,52628.3,28902.246
20180327,000416.SZ,5.75,5.82,5.67,5.75,0.13,51240.52,29384.776
20180328,000416.SZ,5.66,5.78,5.57,5.72,-0.03,39660.0,22657.592
20180329,000416.SZ,5.65,6.17,5.65,6.0,0.28,66081.65,39085.717
20180330,000416.SZ,5.94,6.05,5.93,6.0,0.0,43242.54,25848.63
20180402,000416.SZ,6.0,6.13,5.82,5.88,-0.12,46584.33,27944.58
20180403,000416.SZ,5.7,5.84,5.6,5.72,-0.16,39403.0,22528.129
20180404,000416.SZ,5.69,5.88,5.69,5.8,0.08,26106.65,15130.195
20180409,000416.SZ,5.72,5.81,5.48,5.56,-0.24,64295.5,36104.572
20180410,000416.SZ,5.58,5.64,5.45,5.6,0.04,37286.09,20665.529
