date,code,open,high,low,close,change,volume,amount
20180413,000056.SZ,11.94,11.94,11.94,11.94,-1.33,4978.0,5943.732
20180416,000056.SZ,10.75,11.32,10.75,11.29,-0.65,167535.2,182298.011
20180417,000056.SZ,10.75,11.59,10.65,11.49,0.2,98969.66,112349.172
20180418,000056.SZ,11.49,11.5,10.98,11.03,-0.46,25312.2,28064.083
20180419,000056.SZ,10.88,11.0,10.5,10.86,-0.17,65763.6,70411.148
20180420,000056.SZ,10.68,10.84,10.35,10.74,-0.12,73284.57,77224.714
20180423,000056.SZ,10.61,10.64,10.37,10.5,-0.24,38339.43,40207.915
20180424,000056.SZ,10.5,10.55,10.36,10.48,-0.02,59351.89,61921.47
20180425,000056.SZ,10.38,10.55,10.33,10.47,-0.01,63840.4,66577.626
20180426,000056.SZ,10.47,10.55,9.99,10.2,-0.27,38805.7,39732.615
20180427,000056.SZ,10.28,10.28,10.01,10.16,-0.04,17148.0,17383.835
20180502,000056.SZ,10.16,10.19,9.94,9.99,-0.17,14498.44,14500.924
20180503,000056.SZ,9.99,10.09,9.84,10.0,0.01,30076.72,29962.858
20180504,000056.SZ,9.91,10.04,9.89,10.0,0.0,19974.68,19887.671
20180507,000056.SZ,10.0,10.03,9.92,10.03,0.03,17885.72,17862.715
20180508,000056.SZ,10.04,10.14,9.96,10.09,0.06,12161.46,12212.477
20180509,000056.SZ,10.08,10.11,10.0,10.05,-0.04,8789.01,8817.899
20180510,000056.SZ,10.02,10.1,10.02,10.08,0.03,9063.55,9121.973
20180511,000056.SZ,10.1,11.09,10.09,10.58,0.5,33616.67,35512.475
20180514,000056.SZ,10.5,11.08,10.31,10.62,0.04,28696.33,30752.685
20180515,000056.SZ,10.48,10.59,10.2,10.42,-0.2,17016.14,17567.747
20180516,000056.SZ,10.29,10.39,10.24,10.34,-0.08,8732.0,8999.019
20180517,000056.SZ,10.31,10.42,10.25,10.38,0.04,8361.57,8667.874
20180518,000056.SZ,10.36,10.43,10.12,10.2,-0.18,9952.02,10169.229
20180521,000056.SZ,10.24,10.34,10.15,10.24,0.04,12843.02,13159.008
20180522,000056.SZ,10.26,10.27,10.12,10.13,-0.11,10560.0,10733.1
20180523,000056.SZ,10.12,10.12,9.93,10.02,-0.11,10737.13,10733.314
20180524,000056.SZ,9.96,10.05,9.89,10.05,0.03,12166.64,12113.363
20180525,000056.SZ,9.9,10.08,9.9,10.01,-0.04,6256.72,6233.798
20180528,000056.SZ,10.05,10.05,9.42,10.02,0.01,11078.0,10914.872
20180529,000056.SZ,9.98,10.05,9.85,9.98,-0.04,5619.72,5608.109
20180530,000056.SZ,9.89,10.03,9.45,9.91,-0.07,11655.5,11398.621
20180531,000056.SZ,9.88,10.39,9.6,9.92,0.01,6829.02,6797.897
20180601,000056.SZ,9.81,10.06,9.7,9.83,-0.09,8139.02,8000.515
20180604,000056.SZ,9.92,9.92,9.65,9.84,0.01,6923.0,6757.183
20180605,000056.SZ,9.84,9.85,9.7,9.81,-0.03,7680.24,7506.79
20180606,000056.SZ,9.74,9.76,9.51,9.66,-0.15,12699.04,12211.959
20180607,000056.SZ,9.61,9.76,9.53,9.61,-0.05,15556.02,14953.977
20180608,000056.SZ,9.5,9.7,9.49,9.62,0.01,11006.0,10552.231
20180611,000056.SZ,9.56,9.68,9.52,9.68,0.06,5006.0,4798.731
20180612,000056.SZ,9.6,10.28,9.56,10.0,0.32,15370.86,15295.201
20180613,000056.SZ,10.0,10.0,9.72,9.87,-0.13,6546.8,6437.401
20180614,000056.SZ,9.7,9.94,9.7,9.87,0.0,4829.0,4755.169
