date,code,open,high,low,close,change,volume,amount
20180102,000030.SZ,8.11,8.17,8.07,8.14,0.03,48241.73,39206.572
20180103,000030.SZ,8.12,8.16,8.09,8.12,-0.02,55007.28,44708.423
20180104,000030.SZ,8.1,8.14,8.07,8.11,-0.01,37075.33,30054.71
20180105,000030.SZ,8.11,8.16,8.07,8.13,0.02,32018.19,26034.676
20180108,000030.SZ,8.13,8.23,8.11,8.22,0.09,59106.81,48323.943
20180109,000030.SZ,8.21,8.23,8.16,8.22,0.0,40059.03,32867.247
20180110,000030.SZ,8.2,8.23,8.12,8.15,-0.07,30210.98,24663.733
20180111,000030.SZ,8.14,8.18,8.12,8.15,0.0,34223.99,27877.173
20180112,000030.SZ,8.13,8.19,8.11,8.14,-0.01,24470.82,19945.826
20180115,000030.SZ,8.12,8.13,7.88,7.92,-0.22,39505.65,31571.438
20180116,000030.SZ,7.9,7.96,7.85,7.91,-0.01,38152.12,30148.171
20180117,000030.SZ,7.89,8.03,7.88,8.01,0.1,30977.94,24659.514
20180118,000030.SZ,8.0,8.1,7.96,8.09,0.08,24983.31,20040.979
20180119,000030.SZ,8.07,8.23,8.06,8.18,0.09,35191.0,28709.253
20180122,000030.SZ,8.17,8.23,8.15,8.22,0.04,36862.79,30248.102
20180123,000030.SZ,8.22,8.26,8.16,8.22,0.0,39218.33,32191.932
20180124,000030.SZ,8.25,8.26,8.18,8.24,0.02,33609.38,27646.812
20180125,000030.SZ,8.25,8.33,8.19,8.21,-0.03,42521.96,35120.745
20180126,000030.SZ,8.2,8.24,8.14,8.19,-0.02,45077.69,36906.452
20180129,000030.SZ,8.19,8.24,8.16,8.2,0.01,55177.42,45250.209
20180130,000030.SZ,8.21,8.21,8.14,8.15,-0.05,31564.5,25795.683
20180131,000030.SZ,8.11,8.17,7.93,8.04,-0.11,38531.12,30995.272
20180201,000030.SZ,8.03,8.08,7.78,7.79,-0.25,50794.92,40192.336
20180202,000030.SZ,7.68,7.76,7.58,7.65,-0.14,58144.88,44539.24
20180205,000030.SZ,7.5,7.62,7.44,7.6,-0.05,43560.94,32914.045
20180206,000030.SZ,7.51,7.57,7.25,7.25,-0.35,49492.19,36685.542
20180207,000030.SZ,7.37,7.54,7.18,7.39,0.14,33506.0,24688.198
20180208,000030.SZ,7.39,7.53,7.36,7.45,0.06,24505.2,18234.22
20180209,000030.SZ,7.38,7.47,7.03,7.13,-0.32,48748.9,35232.328
20180212,000030.SZ,7.2,7.39,7.1,7.28,0.15,35764.66,25929.812
20180213,000030.SZ,7.31,7.37,7.23,7.28,0.0,23609.55,17275.912
20180214,000030.SZ,7.29,7.33,7.26,7.3,0.02,13631.55,9946.946
20180222,000030.SZ,7.35,7.42,7.31,7.4,0.1,19660.99,14504.12
20180223,000030.SZ,7.39,7.42,7.36,7.4,0.0,15916.0,11767.699
20180226,000030.SZ,7.4,7.55,7.4,7.52,0.12,23461.5,17560.304
20180227,000030.SZ,7.52,7.55,7.43,7.43,-0.09,31529.57,23551.694
20180228,000030.SZ,7.43,7.48,7.29,7.45,0.02,32316.2,23885.33
20180301,000030.SZ,7.41,7.6,7.38,7.59,0.14,45029.78,33772.138
20180302,000030.SZ,7.53,7.64,7.49,7.56,-0.03,34851.35,26317.887
20180305,000030.SZ,7.52,7.6,7.52,7.58,0.02,29987.97,22703.07
20180306,000030.SZ,7.6,7.67,7.54,7.64,0.06,32575.93,24758.98
20180307,000030.SZ,7.62,7.68,7.56,7.57,-0.07,25870.19,19762.504
20180308,000030.SZ,7.55,7.62,7.54,7.6,0.03,26283.45,19931.236
20180309,000030.SZ,7.64,7.68,7.59,7.68,0.08,24216.5,18508.791
20180312,000030.SZ,7.7,7.79,7.69,7.77,0.09,39118.36,30314.578
20180313,000030.SZ,7.78,7.81,7.69,7.73,-0.04,41328.0,32067.668
20180314,000030.SZ,7.7,7.72,7.57,7.57,-0.16,29703.94,22672.661
20180315,000030.SZ,7.54,7.62,7.49,7.57,0.0,24016.41,18137.868
20180316,000030.SZ,7.52,7.61,7.51,7.56,-0.01,20711.56,15625.21
20180319,000030.SZ,7.52,7.55,7.43,7.48,-0.08,36233.76,27125.762
20180320,000030.SZ,7.44,7.46,7.32,7.41,-0.07,43125.73,31828.149
20180321,000030.SZ,7.43,7.49,6.77,7.28,-0.13,48984.3,36266.962
20180322,000030.SZ,7.3,7.34,7.14,7.21,-0.07,36634.67,26548.15
20180323,000030.SZ,7.1,7.1,6.65,6.88,-0.33,61414.42,42364.253
20180326,000030.SZ,6.79,7.0,6.73,6.97,0.09,39367.74,27212.202
20180327,000030.SZ,7.02,7.12,6.98,7.06,0.09,33129.81,23331.687
