date,code,open,high,low,close,change,volume,amount
20180102,000333.SZ,56.15,57.08,56.02,56.38,0.95,329725.18,1866579.51
20180103,000333.SZ,56.56,57.25,55.42,55.8,-0.58,428368.33,2412127.948
20180104,000333.SZ,56.02,57.3,55.82,57.29,1.49,405557.08,2306429.666
20180105,000333.SZ,57.6,58.2,56.75,57.96,0.67,371854.23,2137344.306
20180108,000333.SZ,57.7,58.3,56.72,57.66,-0.3,367884.8,2115094.001
20180109,000333.SZ,57.8,59.95,57.24,59.48,1.82,448054.13,2638563.276
20180110,000333.SZ,59.59,61.3,58.9,60.56,1.08,448966.88,2694648.762
20180111,000333.SZ,60.01,60.88,58.88,59.62,-0.94,316035.28,1888981.548
20180112,000333.SZ,59.62,61.18,59.3,60.8,1.18,252900.2,1525807.288
20180115,000333.SZ,61.32,62.66,61.0,61.16,0.36,367225.73,2266432.85
20180116,000333.SZ,61.0,61.83,60.1,61.09,-0.07,289365.28,1768100.967
20180117,000333.SZ,61.0,61.01,58.45,58.75,-2.34,414037.03,2459742.68
20180118,000333.SZ,59.0,59.79,58.5,58.95,0.2,223781.55,1323941.735
20180119,000333.SZ,58.95,59.11,57.9,58.17,-0.78,313878.69,1830960.804
20180122,000333.SZ,58.58,61.54,58.58,61.43,3.26,458501.48,2764421.354
20180123,000333.SZ,61.38,62.64,60.23,62.12,0.69,386472.52,2373486.892
20180124,000333.SZ,62.39,62.65,60.2,60.41,-1.71,326126.54,1984093.147
20180125,000333.SZ,60.8,61.42,59.0,61.3,0.89,282564.17,1707172.485
20180126,000333.SZ,61.3,62.69,60.53,62.0,0.7,333516.39,2063068.378
20180129,000333.SZ,61.97,62.18,58.9,59.87,-2.13,467085.83,2810319.406
20180130,000333.SZ,59.42,60.68,58.5,58.76,-1.11,309516.25,1841490.341
20180131,000333.SZ,58.33,60.42,58.2,59.82,1.06,254072.43,1512097.801
20180201,000333.SZ,60.0,60.1,58.14,59.34,-0.48,380031.98,2240855.71
20180202,000333.SZ,58.95,60.09,58.4,59.9,0.56,224897.36,1339453.852
20180205,000333.SZ,58.91,59.54,56.5,57.32,-2.58,554639.01,3207265.994
20180206,000333.SZ,55.7,55.81,53.82,55.5,-1.82,880342.48,4837552.4
