date,code,open,high,low,close,change,volume,amount,equity_ratio,current_ratio,pe_ttm,EPS,dv_ratio
2007-03-31,000001.SZ,18.88,19.0,18.57,18.88,-0.28,216381.6,406970.917,39.4806,,28.1963,129.47,0.0
2007-03-31,000002.SZ,16.88,16.88,16.4,16.59,-0.33,400207.94,664281.4515,1.7953,2.4018,33.6468,30.84,0.8095
2007-03-31,000004.SZ,7.45,7.75,7.4,7.62,0.19,14016.18,10651.5671,0.7484,1.768,,-50.0,0.0
2007-03-31,000005.SZ,5.51,6.07,5.5,5.92,0.13,437409.18,248041.2664,1.0956,0.4671,,-50.0,0.0
2007-03-31,000006.SZ,14.35,14.48,14.05,14.24,-0.11,60209.34,85638.1575,1.3544,2.4241,16.6986,-64.29,1.264
2007-03-31,000007.SZ,4.81,5.08,4.7,4.98,0.1,64069.89,31648.1289,,0.3201,,-25.0,0.0
2007-03-31,000008.SZ,7.17,7.17,7.17,7.17,-0.38,2155.0,1545.135,0.0756,6.9523,,,0.0
2007-03-31,000009.SZ,7.32,7.58,7.2,7.5,0.1,190851.12,141794.1027,1.6985,1.5291,94.3672,1857.08,0.0
2007-03-31,000010.SZ,8.16,8.8,8.16,8.7,0.24,34160.59,29471.2722,1.5134,1.4331,177.5365,0.0,0.0
2007-03-31,000011.SZ,8.29,8.75,8.1,8.61,0.17,31221.21,26507.3135,1.8026,1.4827,436.7185,-24.68,0.0
2007-03-31,000012.SZ,14.55,15.4,14.4,14.9,0.16,77565.89,116310.1012,1.2693,0.3798,45.5582,0.0,1.2081
2007-03-31,000014.SZ,11.35,11.8,11.02,11.29,-0.08,67057.23,75945.0762,1.679,2.3486,30.1024,-113.04,0.2067
2007-03-31,000016.SZ,6.8,7.04,6.71,6.94,0.09,92328.68,64061.8585,1.5759,1.3847,48.9101,0.0033,0.0
2007-03-31,000019.SZ,8.72,8.83,8.51,8.77,0.05,11564.22,10095.4153,0.5672,1.1843,205.7755,-72.36,0.0
2007-03-31,000021.SZ,13.25,13.65,13.2,13.51,0.17,87710.23,118169.3733,0.2444,3.6651,34.7791,290.91,0.9252
2007-03-31,000023.SZ,7.59,7.95,7.5,7.8,0.11,21916.06,16978.0039,1.6075,0.8759,,333.33,0.0
2007-03-31,000025.SZ,6.5,6.82,6.39,6.81,0.3,31780.3,21265.7131,3.382,0.5409,,,0.0
2007-03-31,000026.SZ,13.28,13.28,13.28,13.28,0.63,7019.46,9321.8429,0.4196,2.2919,121.5593,150.0,0.0
2007-03-31,000027.SZ,12.58,12.89,12.48,12.67,0.01,115293.57,146395.3751,0.3625,5.3394,17.1969,54.55,3.9463
2007-03-31,000028.SZ,11.12,11.47,10.6,10.9,-0.22,36289.91,39257.365,5.0945,1.0194,43.2888,28.57,0.3486
2007-03-31,000029.SZ,6.7,6.9,6.66,6.82,0.06,62447.37,42459.9769,1.1551,1.0865,394.672,-89.46,0.0
2007-03-31,000031.SZ,13.11,13.36,13.0,13.15,-0.09,90136.7,118593.4764,0.9089,0.987,52.7312,-60.0,0.507
2007-03-31,000032.SZ,7.71,7.94,7.71,7.89,0.16,31388.31,24589.5832,1.1601,1.4644,39.6065,50.0,1.3942
2007-03-31,000034.SZ,6.69,7.29,6.63,7.28,0.3,69527.91,48228.6668,,0.5916,,60.0,0.0
2007-03-31,000035.SZ,4.52,4.82,4.51,4.78,0.03,34228.95,15965.3201,,0.0964,,,0.0
2007-03-31,000036.SZ,8.09,8.27,7.9,8.12,0.0,263285.33,213504.7106,3.3946,0.757,68.5549,-27.71,0.0
2007-03-31,000037.SZ,8.28,8.58,8.0,8.28,-0.2,32241.6,26917.3292,1.5171,0.6506,71.4895,-84.46,0.0
2007-03-31,000039.SZ,25.0,25.1,24.4,24.51,-0.59,169186.32,417590.1101,1.0672,1.4767,19.6194,4.0,1.4094
2007-03-31,000040.SZ,5.81,6.18,5.6,5.93,0.08,134391.04,79685.3354,1.4116,1.4281,56.9095,75.0,0.0
2007-03-31,000042.SZ,16.51,16.79,16.4,16.48,-0.07,12968.35,21452.5416,1.8674,1.7784,29.2005,-500.0,0.0
2007-03-31,000045.SZ,7.63,7.76,7.36,7.55,-0.47,89964.06,67755.6126,0.5187,0.9546,127.5981,0.0,0.1126
2007-03-31,000048.SZ,4.9,5.09,4.8,5.02,0.06,87632.29,43512.6771,,0.4148,,60.0,0.0
