date,code,open,high,low,close,change,volume,amount,equity_ratio,current_ratio,pe_ttm,EPS,dv_ratio
2010-12-31,000001.SZ,15.68,15.87,15.59,15.79,0.12,240891.42,378317.7569,20.7114,,8.9809,17.9012,0.0
2010-12-31,000002.SZ,8.14,8.24,8.08,8.22,0.07,641895.46,524313.2908,2.9504,1.5852,16.0132,37.5,0.6083
2010-12-31,000004.SZ,11.67,12.18,11.67,12.04,0.3,3893.54,4671.6464,0.4257,1.8357,71.9405,370.7483,0.0
2010-12-31,000005.SZ,3.65,3.67,3.61,3.67,0.03,57135.78,20795.6186,0.9156,0.3645,,109.2593,0.0
2010-12-31,000006.SZ,6.94,7.0,6.86,6.97,0.09,95230.31,66010.9784,2.3492,2.0348,18.6579,47.5869,0.7652
2010-12-31,000007.SZ,8.4,8.55,8.3,8.55,0.25,11503.37,9657.1263,,0.291,,-60.0998,0.0
2010-12-31,000008.SZ,11.47,11.97,11.4,11.97,0.55,7095.06,8339.4409,0.0475,12.7799,1807.8519,181.3953,0.0
2010-12-31,000009.SZ,16.36,16.77,16.17,16.77,0.47,182504.08,301063.0894,1.6993,2.0401,58.355,30.4348,0.1704
2010-12-31,000011.SZ,6.7,6.86,6.69,6.83,0.14,25587.63,17343.8561,2.3293,1.3145,56.6082,80.5658,0.1491
2010-12-31,000012.SZ,19.1,19.9,19.06,19.75,0.7,343625.91,674403.4021,0.8448,0.7394,31.6502,75.0,0.2987
2010-12-31,000014.SZ,9.14,9.2,9.06,9.19,0.09,19674.92,17961.4461,1.8399,1.9208,31.3201,-7.8947,0.3264
2010-12-31,000016.SZ,4.67,4.76,4.67,4.76,0.08,72441.76,34180.5606,2.8983,1.2217,54.2654,-44.6825,1.0504
2010-12-31,000017.SZ,4.97,5.03,4.93,5.01,0.05,11969.89,5963.4597,,0.0362,,152.9918,0.0
2010-12-31,000019.SZ,10.55,10.72,10.44,10.69,0.22,15230.98,16126.796,0.7656,0.9209,,142.8571,
2010-12-31,000020.SZ,9.25,9.46,9.21,9.42,0.18,13525.29,12615.9937,1.7231,1.6609,248.7276,120.4082,0.0
2010-12-31,000021.SZ,11.51,11.77,11.46,11.74,0.3,64554.92,75443.631,0.4886,1.9,43.5259,48.6224,0.8518
2010-12-31,000023.SZ,8.35,8.47,8.3,8.44,0.09,14556.38,12230.8054,1.957,1.0209,46.3894,-45.1071,1.2986
2010-12-31,000025.SZ,9.15,9.48,9.15,9.35,0.23,6043.51,5621.5541,2.0008,0.5945,349.1661,-43.007,0.0
2010-12-31,000026.SZ,17.5,17.77,17.25,17.69,0.34,17012.38,29718.768,0.8924,1.9748,54.6751,34.1637,0.4858
2010-12-31,000027.SZ,10.04,10.12,9.97,10.09,0.09,78487.82,78815.9344,0.7709,1.1215,13.9694,-29.6703,0.9911
2010-12-31,000028.SZ,32.54,33.0,32.0,33.0,0.6,22045.18,71596.6116,4.5741,1.0411,41.2576,35.8209,0.303
2010-12-31,000029.SZ,4.6,4.71,4.6,4.7,0.07,25159.65,11739.6242,1.5997,2.6622,55.2341,319.0,0.0
2010-12-31,000031.SZ,6.17,6.23,6.11,6.23,0.04,62423.18,38594.1356,2.2903,1.8212,29.4838,4.0,0.321
2010-12-31,000032.SZ,9.53,9.8,9.53,9.79,0.26,24475.05,23706.3639,0.858,1.6393,47.8325,-29.7143,1.7365
2010-12-31,000034.SZ,8.19,8.35,8.19,8.28,0.09,16526.7,13682.3889,1.8595,1.2322,4.8336,275.6757,0.0
2010-12-31,000035.SZ,6.76,6.89,6.58,6.68,0.0,29830.81,20081.3016,,0.0497,,358.3333,0.0
2010-12-31,000036.SZ,3.91,3.96,3.9,3.93,0.03,52453.39,20593.8668,0.9197,2.2737,74.2699,-18.0439,0.0
2010-12-31,000037.SZ,5.08,5.11,5.05,5.11,0.05,10956.56,5573.2775,1.7317,0.7959,,-258.3333,0.0
2010-12-31,000039.SZ,22.47,23.11,22.18,22.99,0.52,138969.14,316002.7169,1.8183,1.1275,24.4038,213.8889,0.6525
