date,code,open,high,low,close,change,volume,amount,equity_ratio,current_ratio,pe_ttm,EPS,dv_ratio
2007-06-30,000001.SZ,29.8,29.98,27.22,27.52,-2.62,489687.22,1410757.7807,39.7946,,35.5048,117.05,0.0
2007-06-30,000002.SZ,19.0,19.44,18.8,19.12,-0.28,614433.26,1172831.826,2.4912,2.0482,52.6855,-19.35,0.4683
2007-06-30,000004.SZ,6.4,6.55,6.33,6.33,-0.33,17231.34,10921.7113,0.7045,1.8042,783.1331,-124.21,0.0
2007-06-30,000006.SZ,25.0,26.2,24.22,24.9,-0.49,31063.14,78315.7796,1.3707,3.608,32.5956,-53.78,0.7229
2007-06-30,000007.SZ,4.61,4.69,4.61,4.61,-0.24,44519.64,20535.1316,,0.333,,-81.6667,0.0
2007-06-30,000008.SZ,6.41,6.48,6.37,6.37,-0.34,13704.43,8740.5949,0.0772,6.9096,,0.0,0.0
2007-06-30,000010.SZ,8.68,8.88,8.59,8.59,-0.45,21708.01,18714.5919,1.4853,1.3407,208.8212,72.73,0.0
2007-06-30,000012.SZ,12.95,13.8,12.61,13.19,0.16,72239.56,96228.7044,1.7163,0.3063,39.6495,0.0,1.3647
2007-06-30,000014.SZ,14.82,15.85,14.68,14.98,-0.34,38123.9,57663.122,1.7108,2.3178,280.6639,-105.01,0.1558
2007-06-30,000021.SZ,14.89,15.04,13.99,14.47,-0.73,135371.02,198024.9664,0.3028,2.9859,20.0485,179.13,0.8639
2007-06-30,000023.SZ,9.8,9.8,9.01,9.12,-0.87,30818.23,28784.641,2.0035,0.8695,21.2091,368.29,0.0
2007-06-30,000026.SZ,15.03,16.09,15.0,16.04,0.72,15388.0,24377.8136,0.4423,2.2341,109.764,104.77,0.0
2007-06-30,000027.SZ,23.4,23.89,22.3,22.72,-1.25,234674.83,540943.805,0.4734,2.9593,32.1843,40.0,2.2007
2007-06-30,000028.SZ,11.08,11.2,10.27,10.39,-0.91,36382.01,38921.536,4.9544,1.0271,39.9138,39.6,0.3657
2007-06-30,000031.SZ,22.22,23.5,22.1,22.62,-1.03,128018.41,292283.0773,0.9641,1.2157,96.2593,254.55,0.2947
2007-06-30,000032.SZ,7.17,7.79,7.15,7.42,0.07,40125.88,30250.7052,1.1678,1.4335,32.3884,10.7,1.4825
2007-06-30,000035.SZ,4.54,4.72,4.54,4.54,-0.24,23338.99,10630.8432,,0.0185,20.3453,4.2169,0.0
2007-06-30,000037.SZ,6.78,6.78,6.36,6.58,-0.2,17561.28,11525.239,1.4948,0.6415,62.0317,164.38,0.0
2007-06-30,000039.SZ,29.01,30.3,28.88,29.32,-0.68,131239.58,386728.1158,1.2667,1.499,27.5554,-3.85,0.9819
