date,code,open,high,low,close,change,volume,amount,equity_ratio,current_ratio,pe_ttm,EPS,dv_ratio
2012-12-31,000001.SZ,15.71,16.17,15.65,16.02,0.42,378684.19,605187.3278,17.9453,,6.3975,6.0729,0.0
2012-12-31,000004.SZ,8.2,8.27,8.11,8.18,-0.01,10714.04,8760.2306,0.303,3.0206,335.5648,-32.8652,0.0
2012-12-31,000005.SZ,2.94,3.02,2.91,2.97,0.03,136638.14,40646.1544,0.9348,0.5544,,92.8,
2012-12-31,000006.SZ,4.86,5.06,4.79,4.95,0.09,308357.78,152564.0127,1.6327,1.7077,12.714,42.2222,0.7172
2012-12-31,000007.SZ,14.45,14.5,14.22,14.47,-0.03,20214.73,29086.8483,1.6607,1.1907,203.9374,40.5204,0.0
2012-12-31,000008.SZ,10.81,10.99,10.61,10.73,-0.08,3629.64,3907.0628,0.135,2.2006,,18.1818,
2012-12-31,000009.SZ,8.64,8.96,8.6,8.8,0.16,213567.47,187738.744,1.8064,1.4504,98.1621,-40.0,0.2273
2012-12-31,000011.SZ,6.98,7.48,6.9,7.19,0.23,151219.96,108710.1769,1.6268,1.4,34.1092,43.78,0.0
2012-12-31,000012.SZ,8.17,8.35,8.1,8.25,0.13,221611.49,182005.1853,0.9724,0.4244,36.3581,-77.193,4.245
2012-12-31,000014.SZ,8.4,8.68,8.32,8.48,0.09,147638.12,125603.8789,2.1901,1.4771,80.8574,-51.1972,0.4127
2012-12-31,000016.SZ,3.04,3.29,3.04,3.16,0.12,127759.94,39485.3831,2.9,1.1315,18.4637,84.058,0.3165
2012-12-31,000020.SZ,6.18,6.27,6.14,6.22,0.03,9431.09,5861.2793,1.4329,1.6255,231.6683,-68.5792,0.0
2012-12-31,000021.SZ,4.67,4.78,4.65,4.71,0.07,178920.34,84445.3217,1.4497,1.2451,44.9796,-62.8017,3.1847
2012-12-31,000023.SZ,6.45,6.56,6.36,6.5,0.1,23625.59,15253.0116,1.9923,1.395,,-44.1617,0.0
2012-12-31,000025.SZ,6.18,6.22,6.13,6.15,-0.03,10685.75,6593.3849,2.2075,0.4781,,230.6122,0.0
2012-12-31,000026.SZ,7.9,8.09,7.89,8.02,0.17,57531.91,46070.467,1.2958,1.3648,26.9779,-19.1781,0.8906
